Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSST1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.262,34.4036984884548,0.39999999882684817,0.4,-4.5417844954817265e-10,1.4314197089641056,0.999999992098086,0.9919935384694045,0.9999999958783273,0.9959841731557856
0.264,34.40369847211045,0.3999999985581692,0.4,-4.5383051166380155e-10,1.431419708961129,0.9999999921060473,0.9919935384759031,0.9999999958822116,0.9959841731609085
0.266,34.403698455779754,0.39999999829045746,0.4,-4.5341994599052886e-10,1.431419708958094,0.9999999921139725,0.9919935384823737,0.9999999958860788,0.9959841731660092
0.268,34.40369843946497,0.3999999980237521,0.4,-4.5294698893928004e-10,1.4314197089550023,0.9999999921218602,0.9919935384888154,0.9999999958899285,0.995984173171087
0.27,34.403698423168315,0.3999999977580921,0.4,-4.524118860128771e-10,1.4314197089518534,0.9999999921297092,0.9919935384952273,0.9999999958937601,0.9959841731761411
0.272,34.403698406892055,0.3999999974935165,0.4,-4.51814891814685e-10,1.4314197089486496,0.9999999921375181,0.9919935385016083,0.9999999958975727,0.9959841731811704
0.274,34.40369839063839,0.39999999723006335,0.4,-4.511562699772775e-10,1.4314197089453895,0.9999999921452859,0.9919935385079571,0.999999995901366,0.9959841731861745
0.276,34.40369837440954,0.39999999696777183,0.4,-4.504362930348997e-10,1.4314197089420746,0.9999999921530113,0.9919935385142734,0.9999999959051393,0.9959841731911524
0.278,34.403698358207706,0.39999999670667896,0.4,-4.4965524243859955e-10,1.4314197089387057,0.9999999921606931,0.9919935385205557,0.9999999959088921,0.9959841731961034
0.28,34.40369834203509,0.3999999964468225,0.4,-4.488134084113975e-10,1.4314197089352823,0.9999999921683299,0.9919935385268033,0.9999999959126239,0.995984173201027
0.282,34.40369832589387,0.3999999961882401,0.4,-4.4791108990289174e-10,1.4314197089318057,0.999999992175921,0.9919935385330151,0.9999999959163338,0.995984173205922
0.284,34.40369830978622,0.3999999959309687,0.4,-4.4694859446172094e-10,1.431419708928276,0.9999999921834646,0.9919935385391903,0.9999999959200214,0.9959841732107878
0.286,34.40369829371429,0.39999999567504435,0.4,-4.459262383350002e-10,1.4314197089246945,0.99999999219096,0.9919935385453279,0.9999999959236865,0.9959841732156239
0.288,34.40369827768024,0.3999999954205042,0.4,-4.448443461073254e-10,1.4314197089210614,0.9999999921984064,0.9919935385514269,0.999999995927328,0.9959841732204294
0.29,34.40369826168621,0.39999999516738316,0.4,-4.4370325084560397e-10,1.4314197089173764,0.9999999922058017,0.9919935385574866,0.9999999959309457,0.9959841732252036
0.292,34.40369824573431,0.3999999949157178,0.4,-4.425032939542242e-10,1.4314197089136418,0.9999999922131454,0.991993538563506,0.9999999959345389,0.9959841732299458
0.294,34.403698229826674,0.39999999466554326,0.4,-4.4124482506697294e-10,1.431419708909857,0.9999999922204365,0.9919935385694841,0.9999999959381072,0.9959841732346554
0.296,34.403698213965384,0.39999999441689404,0.4,-4.399282020427121e-10,1.4314197089060228,0.9999999922276739,0.9919935385754204,0.99999999594165,0.9959841732393315
0.298,34.40369819815254,0.39999999416980503,0.4,-4.3855379075137554e-10,1.4314197089021399,0.9999999922348559,0.9919935385813137,0.9999999959451668,0.9959841732439736
0.3,34.40369818239021,0.39999999392431074,0.4,-4.3712196513665686e-10,1.4314197088982088,0.9999999922419823,0.9919935385871632,0.9999999959486571,0.9959841732485809
0.302,34.40369816668044,0.39999999368044437,0.4,-4.356331070711789e-10,1.4314197088942313,0.9999999922490518,0.9919935385929681,0.9999999959521203,0.9959841732531529
0.304,34.4036981510253,0.39999999343824,0.4,-4.340876061986933e-10,1.431419708890206,0.9999999922560633,0.9919935385987276,0.9999999959555561,0.9959841732576888
0.306,34.40369813542681,0.39999999319773033,0.4,-4.3248585993840393e-10,1.4314197088861345,0.9999999922630154,0.9919935386044408,0.9999999959589639,0.9959841732621881
0.308,34.40369811988699,0.3999999929589487,0.4,-4.3082827336823763e-10,1.431419708882018,0.9999999922699075,0.9919935386101068,0.999999995962343,0.9959841732666498
0.31,34.403698104407844,0.3999999927219268,0.4,-4.2911525914270173e-10,1.4314197088778562,0.999999992276739,0.9919935386157251,0.9999999959656933,0.9959841732710738
0.312,34.40369808899135,0.39999999248669715,0.4,-4.273472374193879e-10,1.4314197088736509,0.9999999922835081,0.9919935386212948,0.9999999959690142,0.9959841732754592
0.314,34.40369807363949,0.3999999922532911,0.4,-4.2552463570117176e-10,1.4314197088694012,0.9999999922902146,0.9919935386268152,0.9999999959723053,0.9959841732798054
0.316,34.40369805835422,0.39999999202174025,0.4,-4.23647888853506e-10,1.4314197088651088,0.9999999922968569,0.9919935386322852,0.9999999959755659,0.9959841732841118
0.318,34.40369804313749,0.39999999179207524,0.4,-4.217174389314886e-10,1.4314197088607739,0.9999999923034346,0.9919935386377045,0.9999999959787959,0.9959841732883778
0.32,34.40369802799121,0.39999999156432636,0.4,-4.1973373513446813e-10,1.4314197088563982,0.9999999923099467,0.9919935386430718,0.9999999959819943,0.9959841732926028
0.322,34.403698012917296,0.3999999913385239,0.4,-4.176972337001229e-10,1.4314197088519809,0.9999999923163924,0.9919935386483869,0.9999999959851613,0.9959841732967865
0.324,34.40369799791764,0.39999999111469753,0.4,-4.1560839769478095e-10,1.4314197088475245,0.9999999923227703,0.9919935386536491,0.9999999959882961,0.9959841733009279
0.326,34.40369798299412,0.3999999908928766,0.4,-4.1346769717554394e-10,1.431419708843028,0.9999999923290799,0.9919935386588572,0.9999999959913983,0.9959841733050265
0.328,34.403697968148585,0.39999999067308945,0.4,-4.1127560880551334e-10,1.4314197088384921,0.9999999923353203,0.9919935386640109,0.9999999959944676,0.9959841733090821
