Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,tGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.302,17.83933377809481,0.4477228706371414,0.39993194248597,0.0033444415879065035,0.39993194248597,0.9218367459387896,0.8951795659954227,0.9236315114050532,0.9077260516958303
1.304,17.959524415013178,0.4494974896321133,0.39980437503465016,0.003332742144248188,0.39980437503465016,0.9218245055282469,0.8952315179344583,0.9237108989141417,0.9077979660507219
1.306,18.079285911065917,0.45126067988286556,0.39967784334108314,0.003320600920661035,0.39967784334108314,0.9218116527342197,0.8952824004076115,0.9237891805152393,0.9078687370389061
1.308,18.198602415644714,0.45301221375615647,0.3995523609075116,0.003308020896989038,0.3995523609075116,0.9217981958206097,0.8953322171744835,0.9238663552349895,0.9079383655892481
1.31,18.317458186420435,0.4547518660410021,0.39942794105585777,0.003295005108796974,0.39942794105585777,0.9217841434263223,0.8953809724084012,0.9239424224673639,0.9080068530339455
1.312,18.435837591338036,0.4564794139791713,0.3993045969262312,0.0032815566467548035,0.3993045969262312,0.9217695045574116,0.895428670687935,0.9240173819670864,0.9080742011008551
1.314,18.55372511058915,0.4581946372949517,0.399182341475469,0.003267678656014744,0.399182341475469,0.9217542885790629,0.89547531698828,0.9240912338429501,0.9081404119056952
1.316,18.671105338562125,0.4598973182241861,0.39906118747570735,0.0032533743355812094,0.39906118747570735,0.9217385052074129,0.8955209166725039,0.924163978551032,0.9082054879441265
1.318,18.787962985769273,0.4615872415425697,0.3989411475129851,0.0032386469376737867,0.3989411475129851,0.9217221645012132,0.8955654754826665,0.9242356168878075,0.9082694320837219
1.32,18.904282880751026,0.4632641945932117,0.3988222339858795,0.0032234997670834275,0.3988222339858795,0.9217052768533475,0.8956089995308197,0.9243061499831717,0.9083322475558242
1.322,19.020049971956837,0.46492796731345376,0.3987044591041744,0.003207936180522041,0.3987044591041744,0.9216878529821967,0.8956514952898885,0.9243755792933708,0.9083939379473008
1.324,19.135249329602516,0.4665783522609409,0.3985878348875606,0.0031919595859656643,0.3985878348875606,0.9216699039228698,0.895692969584445,0.9244439065938499,0.9084545071922006
1.326,19.249866147503834,0.46821514463894937,0.39847237316436895,0.0031755734419913937,0.39847237316436895,0.9216514410182939,0.8957334295813724,0.924511133972017,0.9085139595633145
1.328,19.363885744886115,0.4698381423209635,0.39835808557033564,0.003158781257108259,0.39835808557033564,0.9216324759101784,0.8957728827804353,0.9245772638199355,0.9085722996636514
1.33,19.47729356816969,0.471447145874506,0.398244983547401,0.0031415865890822227,0.398244983547401,0.9216130205298507,0.8958113370047527,0.9246422988269418,0.9086295324178266
1.332,19.59007519273086,0.47304195858421716,0.3981330783425404,0.003123993044255487,0.3981330783425404,0.9215930870889739,0.895848800391183,0.9247062419721982,0.9086856630633761
1.334,19.702216324638353,0.4746223864741843,0.39802238100662857,0.0031060042768602907,0.39802238100662857,0.9215726880701492,0.8958852813806277,0.9247690965171825,0.9087406971419949
1.336,19.813702802364904,0.4761882383295254,0.3979129023933364,0.0030876239883273764,0.3979129023933364,0.92155183621741,0.8959207887082592,0.924830865998121,0.9087946404907103
1.338,19.924520598473887,0.47773932571722155,0.39780465315806146,0.003068855926589316,0.39780465315806146,0.9215305445266108,0.8959553313936744,0.9248915542183679,0.9088474992329915
1.34,20.034655821280765,0.4792754630062058,0.3976976437568912,0.0030497038853788683,0.3976976437568912,0.9215088262357177,0.895988918730986,0.9249511652407357,0.908899279769801
1.342,20.144094716489196,0.4807964673867092,0.39759188444559956,0.0030301717035225583,0.39759188444559956,0.9214866948150091,0.8960215602788529,0.9250097033797832,0.908949988770597
1.344,20.252823668801614,0.48230215888886147,0.3974873852786767,0.003010263264229651,0.3974873852786767,0.9214641639571831,0.8960532658504562,0.9250671731940621,0.9089996331642864
1.346,20.360829203504164,0.48379236040055856,0.39738415610839206,0.0029899824943767075,0.39738415610839206,0.9214412475673885,0.8960840455034279,0.9251235794783307,0.9090482201301381
1.348,20.468097988025757,0.48526689768459164,0.39728220658389074,0.0029693333637878967,0.39728220658389074,0.9214179597531769,0.8961139095297352,0.9251789272557365,0.9090957570886581
1.35,20.574616833471183,0.48672559939504817,0.3971815461503235,0.002948319884511247,0.3971815461503235,0.9213943148143827,0.8961428684455301,0.925233221769972,0.9091422516924357
1.352,20.68037269612809,0.4881682970929838,0.39708218404800943,0.0029269461100910085,0.39708218404800943,0.9213703272329414,0.8961709329809657,0.9252864684774106,0.909187711816962
1.354,20.785352678947675,0.4895948252613746,0.3969841293116331,0.002905216134836311,0.3969841293116331,0.9213460116626434,0.8961981140699881,0.9253386730392255,0.9092321455514281
1.356,20.88954403299902,0.4910050213193523,0.39688739076947377,0.0028831340930862833,0.39688739076947377,0.9213213829188385,0.8962244228401074,0.9253898413134946,0.9092755611895081
1.358,20.992934158896887,0.4923987256357296,0.3967919770426691,0.002860704158471818,0.3967919770426691,0.9212964559680893,0.8962498706021552,0.9254399793473003,0.9093179672201315
1.36,21.09551060820288,0.49377578154181745,0.3966978965445119,0.0028379305431741465,0.3966978965445119,0.9212712459177814,0.8962744688400314,0.925489093368822,0.9093593723182479
1.362,21.19726108479988,0.49513603534354717,0.39660515747977954,0.0028148174971803987,0.39660515747977954,0.9212457680056996,0.8962982292004511,0.9255371897794334,0.909399785335596
1.364,21.298173446239595,0.4964793363328996,0.39651376784409803,0.002791369307536319,0.39651376784409803,0.9212200375895677,0.8963211634826895,0.9255842751458011,0.9094392152914714
1.366,21.3982357050632,0.4978055367986492,0.39642373542333836,0.0027675902975963047,0.39642373542333836,0.9211940701365687,0.896343283628339,0.9256303561919963,0.9094776713635093
1.368,21.49743603009489,0.4991144920364303,0.3963350677930462,0.0027434848262709315,0.3963350677930462,0.9211678812128389,0.8963646017110766,0.925675439791617,0.9095151628784781
1.37,21.59576274770834,0.5004060603581345,0.39624777231790553,0.0027190572872721345,0.39624777231790553,0.9211414864729522,0.8963851299264508,0.9257195329599308,0.9095516993030941
1.372,21.693204343065926,0.5016801031006465,0.39616185615123445,0.002694312108356206,0.39616185615123445,0.9211149016493941,0.8964048805816944,0.9257626428460388,0.9095872902348611
