Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.403699900638316,0.40000002524778805,0.4,0.0,1.4314197089012368,0.9999999913060579,0.991993537824914,0.9999999954927361,0.9959841726474759
0.002,34.40369990053214,0.4000000252451748,0.4,-5.8985365635653255e-12,1.4314197089013132,0.9999999913061287,0.9919935378249731,0.9999999954927712,0.9959841726475223
0.004,34.403699900213645,0.4000000252373748,0.4,-1.1795304277698892e-11,1.4314197089015535,0.9999999913063404,0.9919935378251504,0.9999999954928764,0.9959841726476616
0.006,34.40369989968291,0.4000000252244468,0.4,-1.7689098405588486e-11,1.4314197089019767,0.9999999913066931,0.991993537825445,0.9999999954930512,0.9959841726478929
0.008,34.403699898940076,0.4000000252064485,0.4,-2.357872782232685e-11,1.431419708902605,0.9999999913071858,0.9919935378258559,0.9999999954932951,0.9959841726482158
0.01,34.403699897985305,0.40000002518343647,0.4,-2.9463015038689825e-11,1.4314197089034593,0.9999999913078175,0.9919935378263826,0.9999999954936079,0.9959841726486296
0.012,34.403699896818814,0.40000002515546773,0.4,-3.5340795850949186e-11,1.4314197089045562,0.9999999913085881,0.9919935378270243,0.999999995493989,0.995984172649134
0.014,34.40369989544086,0.4000000251225972,0.4,-4.1210919241436766e-11,1.4314197089059082,0.9999999913094966,0.9919935378277804,0.9999999954944384,0.9959841726497283
0.016,34.40369989385173,0.4000000250848797,0.4,-4.707224711914657e-11,1.4314197089075207,0.9999999913105424,0.9919935378286499,0.9999999954949551,0.9959841726504118
0.018,34.403699892051776,0.40000002504237026,0.4,-5.292365427001682e-11,1.4314197089093899,0.9999999913117251,0.9919935378296321,0.9999999954955391,0.995984172651184
0.02,34.40369989004136,0.40000002499512133,0.4,-5.87640282164228e-11,1.4314197089115037,0.9999999913130434,0.9919935378307261,0.9999999954961897,0.9959841726520443
