Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,sCRX.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.886,2.7661620835040575,0.3011124367353435,0.4,-0.0014024189903219793,1.4376706320269321,1.0248892483866132,0.9550229015679877,0.9604603135262249,0.9557479548550721
1.888,2.7160942852245205,0.30036532602265,0.4,-0.0013790966299956787,1.4382671062161512,1.0247158204793723,0.9548803723160538,0.9603432034114939,0.9556150281693789
1.89,2.6668691692798876,0.29963624221187246,0.4,-0.0013556040096636426,1.4388931505544633,1.0245429201315146,0.9547389021832068,0.9602272754059639,0.9554832850276084
1.892,2.6184927888574,0.298925238686627,0.4,-0.0013319453631695376,1.4395484218664172,1.0243705661388274,0.9545985091854908,0.9601125446722077,0.9553527424809185
1.894,2.5709710445129508,0.29823236573502654,0.4,-0.0013081249360684289,1.4402325761150356,1.024198777055746,0.9544592109910726,0.9599990260311535,0.9552234172210734
1.896,2.5243096837624877,0.29755767056389615,0.4,-0.0012841469849041815,1.440945268509492,1.0240275711894173,0.9543210249147206,0.9598867339577709,0.9550953255754132
1.898,2.4785143006993753,0.296901197313308,0.4,-0.0012600157764902928,1.4416861536121532,1.023856966593912,0.9541839679124632,0.9597756825769177,0.9549684835020018
1.9,2.4335903356375783,0.2962629870714176,0.4,-0.0012357355871942222,1.442454885444967,1.0236869810645954,0.9540480565764357,0.9596658856593472,0.9548429065849527
1.902,2.389543074780549,0.29564307788958843,0.4,-0.0012113107022252926,1.443251117595121,1.0235176321326551,0.9539133071299104,0.95955735661788,0.9547186100299337
1.904,2.346377649915682,0.29504150479779506,0.4,-0.0011867454149262235,1.4440745033199378,1.023348937059789,0.953779735422515,0.959450108503735,0.9545956086598527
1.906,2.304099038134212,0.29445829982028593,0.4,-0.0011620440260683628,1.444924695650953,1.0231809128330565,0.9536473569256434,0.9593441540030315,0.9544739169107277
1.908,2.2627120615764094,0.2938934919915005,0.4,-0.001137210843150675,1.4458013474971272,1.0230135761598924,0.9535161867280527,0.9592395054334514,0.9543535488277392
1.91,2.2222213872019485,0.2933471073722198,0.4,-0.0011122501797025419,1.446704111747149,1.0228469434632879,0.9533862395316589,0.9591361747410725,0.9542345180614688
1.912,2.1826315265853045,0.29281916906594707,0.4,-0.0010871663545904313,1.4476326413707812,1.0226810308771368,0.9532575296475205,0.9590341734973677,0.9541168378643236
1.914,2.1439468357360396,0.29230969723549927,0.4,-0.0010619636913284827,1.4485865895192132,1.0225158542417552,0.953130070992023,0.9589335128963742,0.9540005210871503
1.916,2.1061715149438363,0.2918187091198041,0.4,-0.0010366465173930598,1.4495656096243699,1.0223514290995672,0.9530038770832551,0.9588342037520304,0.9538855801760335
1.918,2.069309608648135,0.29134621905088565,0.4,-0.001011219163541315,1.4505693554971362,1.0221877706909663,0.9528789610375845,0.9587362564956851,0.9537720271692874
1.92,2.033365005332233,0.29089223847103374,0.4,-0.0009856859631338082,1.451597481424461,1.0220248939503471,0.952755335566431,0.9586396811737744,0.9536598736946348
1.922,1.9983414374416906,0.290456775950141,0.4,-0.0009600512514612212,1.4526496422652981,1.021862813502313,0.9526330129732383,0.9585444874456726,0.953549130966577
1.924,1.9642424813269037,0.29003983720320226,0.4,-0.0009343193650752066,1.4537254935453459,1.0217015436580583,0.9525120051506454,0.9584506845817115,0.9534398097839552
1.926,1.9310715572096948,0.28964142510796376,0.4,-0.000908494641123405,1.4548246915505536,1.0215410984119289,0.9523923235778567,0.9583582814613729,0.953331920527702
1.928,1.8988319291737594,0.28926153972271107,0.4,-0.0008825814166886667,1.4559468934193511,1.0213814914381552,0.952273979318214,0.9582672865716518,0.9532254731587853
1.93,1.8675267051788322,0.28890017830419323,0.4,-0.000856584028132506,1.4570917572335715,1.021222736087767,0.9521569830169662,0.9581777080055907,0.9531204772163422
1.932,1.837158837098408,0.28855733532566696,0.4,-0.0008305068104428212,1.4582589421080359,1.0210648453856848,0.9520413448992416,0.9580895534609859,0.9530169418160065
1.934,1.8077311207808686,0.28823300249505607,0.4,-0.0008043540965859051,1.4594481082787607,1.0209078320279903,0.9519270747682201,0.9580028302392654,0.9529148756484254
1.936,1.7792461961338597,0.28792716877321933,0.4,-0.000778130216862772,1.4606589171897635,1.0207517083793733,0.951814182003504,0.9579175452445358,0.9528142869779681
1.938,1.751706547231762,0.2876398203923143,0.4,-0.0007518394982698247,1.4618910315784361,1.020596486470763,0.9517026755596913,0.9578337049828025,0.9527151836416262
