Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,gAST.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
6.398,27.171159172374736,0.370085040071062,0.40321783712756853,6.800114020521686e-05,0.40321783712756853,1.0000836323749602,0.9922112807895435,1.0000866933115142,0.9961276865406187
6.4,27.173756003692734,0.370214919364011,0.40322690213917833,7.626209375079345e-05,0.40322690213917833,1.0000723924517594,0.9922039746287924,1.0000821206352721,0.9961217905787556
6.402,27.176649661567392,0.3703501860494197,0.4032352739372757,8.449125164194195e-05,0.4032352739372757,1.000061185167647,0.992196661351782,1.0000775549472356,0.9961158962743852
6.404,27.17983897410885,0.37049080125323086,0.4032429525567961,9.268710184269659e-05,0.4032429525567961,1.0000500121788327,0.9921893419929976,1.000072996804974,0.9961100044051012
6.406,27.183322715173464,0.37063672517193325,0.40324993816606397,0.00010084814233361247,0.40324993816606397,1.0000388751191356,0.9921820175742079,1.0000684467542413,0.9961041157357662
6.408,27.187099604729134,0.37078791708291675,0.40325623106644953,0.00010897288137508953,0.40325623106644953,1.0000277755999984,0.9921746891045932,1.0000639053291416,0.9960982310186691
6.41,27.191168309230083,0.3709443353549639,0.4032618316920004,0.00011705983776794927,0.4032618316920004,1.0000167152105104,0.9921673575808807,1.000059373052298,0.9960923509936886
6.412,27.195527442000966,0.3711059374588834,0.40326674060904855,0.00012510754111128225,0.40326674060904855,1.0000056955174454,0.9921600239874928,1.000054850435032,0.9960864763884671
6.414,27.20017556363021,0.37127267997827473,0.40327095851579225,0.00013311453205745353,0.40327095851579225,0.9999947180653104,0.9921526892967001,1.0000503379775492,0.9960806079185904
6.416,27.205111182372466,0.37144451862042566,0.4032744862418541,0.0001410793625642851,0.4032744862418541,0.9999837843764049,0.9921453544687857,1.0000458361691311,0.996074746287778
6.418,27.2103327545601,0.37162140822733947,0.4032773247478139,0.00014900059614433392,0.4032773247478139,0.9999728959508924,0.9921380204522173,1.0000413454883341,0.9960688921880791
6.42,27.215838685023634,0.3718033027868904,0.4032794751247181,0.00015687680811128426,0.4032794751247181,0.999962054266882,0.9921306881838253,1.000036866403194,0.9960630463000751
6.422,27.22162732752094,0.371990155444099,0.40328093859356445,0.0001647065858233469,0.40328093859356445,0.9999512607805204,0.9921233585889906,1.000032399371436,0.9960572092930905
6.424,27.227696985175225,0.3721819185125334,0.4032817165047631,0.00017248852892368514,0.4032817165047631,0.9999405169260942,0.9921160325818382,1.0000279448406928,0.9960513818254096
6.426,27.23404591092151,0.3723785434858256,0.403281810337574,0.00018022124957779048,0.403281810337574,0.999929824116141,0.9921087110654374,1.0000235032487232,0.9960455645444984
6.428,27.240672307961717,0.3725799810493054,0.4032812216995206,0.00018790337270782796,0.4032812216995206,0.9999191837415717,0.9921013949320099,1.0000190750236422,0.9960397580872343
6.43,27.24757433022805,0.3727861810917481,0.4032799523257801,0.0001955335362238485,0.4032799523257801,0.9999085971718005,0.9920940850631422,1.0000146605841493,0.9960339630801393
6.432,27.2547500828547,0.3729970927172306,0.40327800407855097,0.0002031103912518896,0.40327800407855097,0.9998980657548842,0.9920867823300049,1.000010260339765,0.9960281801396195
6.434,27.26219762265763,0.37321266425709654,0.4032753789463965,0.000210632602358891,0.4032753789463965,0.9998875908176682,0.9920794875935763,1.000005874691071,0.9960224098722085
6.436,27.269914958622515,0.3734328432820272,0.4032720790435665,0.00021809884777444752,0.4032720790435665,0.9998771736659443,0.992072201704873,1.0000015040299544,0.9960166528748173
6.438,27.277900052400476,0.3736575766142133,0.40326810660929585,0.00022550781960930006,0.40326810660929585,0.9998668155846118,0.9920649255051819,0.9999971487398521,0.9960109097349856
6.44,27.28615081881174,0.3738868103396271,0.4032634640070807,0.00023285822407058854,0.4032634640070807,0.9998565178378491,0.9920576598263001,0.9999928091960043,0.9960051810311381
