Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.282,36.64079399402417,0.4000000008824828,0.4,-5.496859014390553e-10,0.9999999908245507,0.9919935376965309,0.9999999953670123,0.995984172514287
0.284,36.64079397423305,0.4000000006281378,0.4,-5.49810988233128e-10,0.9999999908084527,0.991993537688588,0.9999999953613027,0.9959841725073973
0.286,36.64079395443849,0.40000000037425537,0.4,-5.498766932355742e-10,0.9999999907924026,0.9919935376806709,0.9999999953556109,0.9959841725005295
0.288,36.64079393464264,0.4000000001208632,0.4,-5.498831332943408e-10,0.999999990776403,0.9919935376727806,0.999999995349938,0.9959841724936849
0.29,36.64079391484761,0.3999999998679891,0.4,-5.498304316645032e-10,0.9999999907604566,0.9919935376649184,0.9999999953442846,0.9959841724868641
0.292,36.64079389505555,0.39999999961565946,0.4,-5.497187180947307e-10,0.9999999907445648,0.9919935376570858,0.9999999953386517,0.9959841724800683
0.294,36.64079387526857,0.3999999993639028,0.4,-5.495481286111222e-10,0.9999999907287311,0.9919935376492837,0.9999999953330402,0.9959841724732988
0.296,36.64079385548879,0.39999999911274514,0.4,-5.493188055647616e-10,0.9999999907129573,0.9919935376415132,0.9999999953274507,0.9959841724665562
0.298,36.64079383571832,0.3999999988622142,0.4,-5.490308977008915e-10,0.9999999906972454,0.9919935376337761,0.9999999953218842,0.995984172459842
0.3,36.64079381595926,0.3999999986123368,0.4,-5.486845600248904e-10,0.9999999906815985,0.9919935376260731,0.9999999953163419,0.9959841724531571
0.302,36.64079379621373,0.3999999983631392,0.4,-5.482799537914648e-10,0.9999999906660183,0.9919935376184057,0.9999999953108242,0.9959841724465023
0.304,36.640793776483804,0.3999999981146483,0.4,-5.4781724636198e-10,0.9999999906505075,0.9919935376107747,0.999999995305332,0.9959841724398788
0.306,36.64079375677158,0.3999999978668905,0.4,-5.472966114508883e-10,0.9999999906350677,0.9919935376031817,0.9999999952998663,0.9959841724332877
0.308,36.640793737079136,0.3999999976198924,0.4,-5.467182287993199e-10,0.999999990619702,0.9919935375956278,0.9999999952944278,0.99598417242673
0.31,36.640793717408556,0.3999999973736802,0.4,-5.460822843177519e-10,0.9999999906044125,0.9919935375881139,0.9999999952890174,0.9959841724202065
0.312,36.6407936977619,0.3999999971282792,0.4,-5.453889700017038e-10,0.9999999905892006,0.9919935375806415,0.9999999952836358,0.9959841724137183
0.314,36.640793678141236,0.3999999968837163,0.4,-5.446384838841812e-10,0.9999999905740694,0.9919935375732114,0.9999999952782839,0.9959841724072662
0.316,36.64079365854862,0.39999999664001606,0.4,-5.438310299967665e-10,0.9999999905590208,0.991993537565825,0.9999999952729625,0.9959841724008517
0.318,36.64079363898608,0.3999999963972054,0.4,-5.429668183436785e-10,0.999999990544057,0.9919935375584836,0.9999999952676725,0.9959841723944755
0.32,36.640793619455685,0.3999999961553086,0.4,-5.420460648909647e-10,0.9999999905291802,0.9919935375511878,0.9999999952624143,0.9959841723881382
0.322,36.640793599959444,0.3999999959143515,0.4,-5.410689914908432e-10,0.9999999905143923,0.9919935375439392,0.9999999952571892,0.9959841723818411
0.324,36.64079358049939,0.3999999956743591,0.4,-5.400358258276616e-10,0.9999999904996959,0.9919935375367387,0.9999999952519978,0.9959841723755853
0.326,36.64079356107754,0.3999999954353562,0.4,-5.389468014676151e-10,0.9999999904850928,0.9919935375295874,0.9999999952468406,0.9959841723693715
0.328,36.64079354169589,0.3999999951973678,0.4,-5.37802157718239e-10,0.9999999904705851,0.9919935375224864,0.9999999952417186,0.9959841723632007
