Time,gENCLS2.delta,gENCLS2.P,gENCLS2.omega,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.048,8.57138279450511,0.4000000762773112,-3.1409951221916803e-10,0.9999999969652261,0.9919935408672745,0.9999999976030944,0.9959841752364084
0.05,8.571382782968978,0.40000007599232235,-3.2678880508100556e-10,0.9999999969729253,0.9919935408737228,0.9999999976069183,0.9959841752414718
0.052,8.571382770976896,0.40000007569606955,-3.3942966053443785e-10,0.9999999969809286,0.9919935408804259,0.9999999976108933,0.9959841752467357
0.054,8.571382758530644,0.40000007538859694,-3.5202020493008124e-10,0.999999996989235,0.9919935408873831,0.9999999976150189,0.9959841752521986
0.056,8.571382745632068,0.40000007506995017,-3.6455857206629797e-10,0.9999999969978434,0.991993540894593,0.9999999976192945,0.9959841752578603
0.058,8.571382732283077,0.40000007474017635,-3.7704290347292015e-10,0.9999999970067522,0.9919935409020547,0.9999999976237193,0.9959841752637196
0.06,8.571382718485648,0.4000000743993243,-3.8947134870885106e-10,0.9999999970159604,0.9919935409097671,0.9999999976282928,0.9959841752697757
0.062,8.571382704241833,0.40000007404744464,-4.018420655794841e-10,0.9999999970254666,0.9919935409177291,0.9999999976330143,0.9959841752760278
0.064,8.571382689553735,0.40000007368458934,-4.1415322046668536e-10,0.9999999970352692,0.9919935409259393,0.9999999976378829,0.995984175282475
0.066,8.571382674423536,0.4000000733108125,-4.2640298859247177e-10,0.9999999970453668,0.9919935409343964,0.999999997642898,0.9959841752891159
0.068,8.571382658853476,0.40000007292616935,-4.385895542657274e-10,0.999999997055758,0.9919935409430999,0.9999999976480592,0.9959841752959504
0.07,8.571382642845867,0.4000000725307169,-4.5071111116746893e-10,0.9999999970664414,0.9919935409520477,0.9999999976533653,0.9959841753029766
0.072,8.571382626403079,0.4000000721245137,-4.6276586261606566e-10,0.999999997077415,0.9919935409612387,0.9999999976588156,0.9959841753101939
0.074,8.571382609527548,0.40000007170762025,-4.747520218216659e-10,0.9999999970886776,0.9919935409706716,0.9999999976644095,0.9959841753176012
0.076,8.571382592221779,0.40000007128009796,-4.86667812173004e-10,0.9999999971002271,0.991993540980345,0.9999999976701458,0.9959841753251971
0.078,8.571382574488332,0.4000000708420102,-4.985114674764072e-10,0.999999997112062,0.9919935409902575,0.9999999976760239,0.9959841753329808
0.08,8.571382556329839,0.40000007039342234,-5.10281232241061e-10,0.9999999971241808,0.9919935410004076,0.999999997682043,0.9959841753409513
0.082,8.57138253774899,0.40000006993440046,-5.219753619257256e-10,0.9999999971365813,0.9919935410107938,0.9999999976882021,0.995984175349107
0.084,8.57138251874854,0.40000006946501293,-5.335921231885358e-10,0.999999997149262,0.9919935410214145,0.9999999976945003,0.995984175357447
0.086,8.571382499331309,0.40000006898532897,-5.451297941938548e-10,0.9999999971622208,0.9919935410322682,0.9999999977009365,0.9959841753659697
0.088,8.571382479500166,0.4000000684954199,-5.565866647772649e-10,0.9999999971754558,0.9919935410433532,0.99999999770751,0.9959841753746743
0.09,8.571382459258057,0.40000006799535825,-5.679610367832611e-10,0.999999997188965,0.9919935410546681,0.9999999977142198,0.9959841753835593
0.092,8.571382438607982,0.4000000674852181,-5.792512242672495e-10,0.9999999972027466,0.9919935410662108,0.9999999977210647,0.9959841753926234
0.094,8.571382417552998,0.40000006696507523,-5.904555537684775e-10,0.9999999972167983,0.99199354107798,0.9999999977280438,0.995984175401865
0.096,8.571382396096231,0.4000000664350065,-6.015723645675436e-10,0.9999999972311183,0.9919935410899737,0.9999999977351562,0.9959841754112831
0.098,8.571382374240859,0.4000000658950909,-6.126000088961061e-10,0.9999999972457042,0.9919935411021902,0.9999999977424006,0.9959841754208761
0.1,8.571382351990119,0.40000006534540794,-6.235368522175235e-10,0.9999999972605541,0.9919935411146278,0.9999999977497761,0.9959841754306427
0.102,8.571382329347314,0.4000000647860395,-6.343812734442719e-10,0.9999999972756656,0.9919935411272844,0.9999999977572817,0.9959841754405814
