Time,cSVGN1.Q,GEN1.V,LOAD.V,GEN2.V,SHUNT.V,FAULT.V
0.0,0.06009896981547079,0.9999999968624002,0.9940151868411313,0.9999999988707334,0.9999999984647887,0.9969950500826138
1.0000000100356073e-08,0.060098969815470776,0.9999999968624002,0.9940151868411312,0.9999999988707334,0.9999999984647888,0.9969950500826138
1.0000000100356073e-08,0.06009896981547079,0.9999999968624003,0.9940151868411312,0.9999999988707334,0.9999999984647887,0.9969950500826138
0.02,0.060098969815608846,0.9999999968632667,0.9940151868427347,0.999999998871526,0.9999999984659482,0.9969950500837698
0.04,0.060098969815418665,0.9999999968562455,0.9940151868414243,0.9999999988699089,0.9999999984643678,0.9969950500821941
0.06,0.06009896981453439,0.9999999968352212,0.9940151868331172,0.999999998863265,0.9999999984567062,0.9969950500745536
0.08,0.06009896981293884,0.9999999967998965,0.9940151868176086,0.9999999988514646,0.9999999984427969,0.9969950500606822
0.1,0.060098969810885416,0.999999996753081,0.99401518679599,0.9999999988353961,0.9999999984236623,0.9969950500415928
0.12,0.060098969808329,0.9999999966942802,0.9940151867680741,0.9999999988149048,0.9999999983991259,0.9969950500171105
0.14,0.060098969805252304,0.9999999966233054,0.9940151867337901,0.9999999987899322,0.9999999983691203,0.9969950499871687
0.16,0.06009896980165532,0.9999999965401569,0.9940151866931374,0.9999999987604781,0.9999999983336456,0.9969950499517671
0.18,0.06009896979868899,0.9999999964623321,0.9940151866552805,0.9999999987330118,0.999999998300603,0.9969950499187736
0.2,0.060098969795998713,0.9999999963844409,0.9940151866173967,0.9999999987055405,0.9999999982675589,0.9969950498857648
0.22,0.06009896979336837,0.9999999963031948,0.9940151865777634,0.9999999986768483,0.9999999982330282,0.9969950498512619
0.24,0.060098969790797756,0.9999999962185937,0.9940151865363807,0.9999999986469352,0.9999999981970107,0.9969950498152644
0.26,0.060098969788287,0.9999999961306378,0.9940151864932483,0.9999999986158014,0.9999999981595064,0.996995049777773
0.28,0.060098969785835996,0.9999999960393269,0.9940151864483663,0.9999999985834465,0.9999999981205152,0.9969950497387873
0.3,0.06009896978344477,0.999999995944661,0.9940151864017349,0.9999999985498708,0.9999999980800374,0.9969950496983075
0.32,0.06009896978111345,0.9999999958466401,0.9940151863533541,0.9999999985150743,0.9999999980380729,0.9969950496563335
0.34,0.06009896978230008,0.9999999958123175,0.9940151863383602,0.9999999985037992,0.9999999980248343,0.9969950496429958
0.36,0.060098969785644885,0.9999999958189739,0.9940151863448415,0.9999999985076484,0.9999999980300647,0.9969950496480746
0.38,0.060098969788989695,0.9999999958256306,0.994015186351323,0.9999999985114979,0.9999999980352952,0.9969950496531537
0.4,0.06009896979233442,0.999999995832287,0.9940151863578045,0.9999999985153473,0.9999999980405258,0.9969950496582326
0.42,0.06009896979567923,0.9999999958389436,0.9940151863642859,0.9999999985191966,0.9999999980457561,0.9969950496633115
0.44,0.06009896979902396,0.9999999958456001,0.9940151863707674,0.999999998523046,0.9999999980509867,0.9969950496683905
0.46,0.060098969802368764,0.9999999958522567,0.9940151863772488,0.9999999985268954,0.9999999980562173,0.9969950496734694
0.48,0.06009896980571351,0.9999999958589132,0.9940151863837303,0.9999999985307448,0.9999999980614478,0.9969950496785486
0.5,0.06009896980905831,0.9999999958655696,0.9940151863902116,0.9999999985345941,0.9999999980666782,0.9969950496836274
0.52,0.06009896981240306,0.9999999958722262,0.9940151863966932,0.9999999985384436,0.9999999980719089,0.9969950496887066
0.54,0.060098969815747874,0.9999999958788828,0.9940151864031745,0.9999999985422929,0.9999999980771392,0.9969950496937854
0.56,0.060098969819092685,0.9999999958855394,0.994015186409656,0.9999999985461424,0.9999999980823698,0.9969950496988645
0.58,0.06009896982243744,0.9999999958921958,0.9940151864161374,0.9999999985499917,0.9999999980876002,0.9969950497039434
0.6,0.0600989698257822,0.9999999958988524,0.9940151864226189,0.999999998553841,0.9999999980928307,0.9969950497090223
0.62,0.060098969829126936,0.9999999959055087,0.9940151864291001,0.9999999985576904,0.9999999980980612,0.9969950497141012
0.64,0.060098969832471746,0.9999999959121653,0.9940151864355816,0.9999999985615398,0.9999999981032917,0.9969950497191804
0.66,0.06009896983513997,0.9999999959265322,0.9940151864458316,0.9999999985680609,0.9999999981117272,0.9969950497275079
