Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
7.518,35.2050837314537,0.40501947204641925,0.4,-6.172849016361975e-05,0.9970953739638624,0.9902274048823765,0.9988317781498381,0.9945184017980793
7.52,35.20284056977523,0.4049698125848954,0.4,-6.288965124700774e-05,0.9970993884386709,0.9902301424604085,0.998833524966007,0.9945206318923682
7.522,35.20055581797605,0.40491952561785277,0.4,-6.403902817417094e-05,0.9971034183976333,0.990232893442063,0.9988352796912795,0.9945228724855336
7.524,35.198229902891356,0.4048686208250968,0.4,-6.517647656913923e-05,0.9971074634504438,0.9902356575217303,0.9988370421351055,0.9945251233315903
7.526,35.19586325651287,0.40481710795386,0.4,-6.630185433888695e-05,0.9971115232052513,0.9902384343924694,0.9988388121061692,0.994527384183523
7.528,35.19345631590631,0.40476499681709877,0.4,-6.741502168867175e-05,0.9971155972687368,0.9902412237460702,0.9988405894124294,0.9945296547933378
7.53,35.19100952312843,0.40471229729178465,0.4,-6.851584113697666e-05,0.997119685246191,0.9902440252731168,0.9988423738611614,0.9945319349121136
7.532,35.18852332514345,0.4046590193171851,0.4,-6.960417753004731e-05,0.9971237867415891,0.9902468386630493,0.9988441652589953,0.9945342242900526
7.534,35.18599817373902,0.40460517289314973,0.4,-7.067989805603174e-05,0.99712790135767,0.9902496636042256,0.9988459634119589,0.9945365226765323
7.536,35.18343452544166,0.4045507680783801,0.4,-7.174287225871147e-05,0.9971320286960134,0.9902524997839862,0.998847768125516,0.9945388298201565
7.538,35.1808328414317,0.4044958149887028,0.4,-7.279297205083062e-05,0.9971361683571142,0.9902553468887134,0.9988495792046077,0.9945411454688062
7.54,35.178193587457784,0.4044403237953376,0.4,-7.383007172701646e-05,0.997140319940462,0.9902582046038955,0.9988513964536926,0.9945434693696906
7.542,35.17551723375089,0.40438430472315884,0.4,-7.485404797629865e-05,0.9971444830446173,0.9902610726141888,0.9988532196767865,0.9945458012693981
7.544,35.17280425493789,0.40432776804895465,0.4,-7.586477989421554e-05,0.9971486572672867,0.9902639506034789,0.9988550486775031,0.9945481409139468
7.546,35.17005512995475,0.4042707240996863,0.4,-7.68621489945158e-05,0.997152842205401,0.9902668382549432,0.9988568832590929,0.9945504880488355
7.548,35.16727034195922,0.4042131832507372,0.4,-7.784603922044815e-05,0.997157037455191,0.990269735251112,0.9988587232244839,0.9945528424190941
7.55,35.1644503782432,0.40415515592416734,0.4,-7.881633695564631e-05,0.9971612426122635,0.9902726412739304,0.9988605683763204,0.9945552037693337
7.552,35.16159573014474,0.4040966525869596,0.4,-7.977293103459945e-05,0.9971654572716772,0.9902755560048204,0.9988624185170032,0.9945575718437965
7.554,35.15870689295951,0.4040376837492664,0.4,-8.071571275271452e-05,0.99716968102802,0.9902784791247405,0.9988642734487285,0.994559946386407
7.556,35.155784365852156,0.40397825996265374,0.4,-8.164457587596549e-05,0.9971739134754821,0.9902814103142485,0.998866132973527,0.9945623271408204
7.558,35.152828651767116,0.4039183918183438,0.4,-8.255941665013522e-05,0.9971781542079334,0.9902843492535603,0.9988679968933032,0.9945647138504726
7.56,35.14984025733922,0.403858089945457,0.4,-8.346013380964163e-05,0.997182402818998,0.9902872956226125,0.9988698650098734,0.9945671062586304
