Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,iEESGO.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.606,14.334806584868687,0.6202645327985992,0.3999652558254711,0.0007507919173935705,0.3999652558254711,0.995288147347821,0.9462015767598221,0.9617782272315506,0.9529304525569301
1.608,14.360934259248124,0.6205922938797849,0.39996498128781305,0.0007007339063968135,0.39996498128781305,0.995327000000665,0.9462321978280874,0.9618049667990712,0.9529600022896313
1.61,14.385258628164882,0.6208904968875618,0.39996471310213844,0.0006506093989664176,0.39996471310213844,0.9953656247218102,0.9462621163992307,0.9618306743946603,0.9529886090994167
1.612,14.407777418578409,0.6211591083536929,0.39996445129535985,0.0006004251091037172,0.39996445129535985,0.9954040296432801,0.9462913389659886,0.9618553544708895,0.9530162784847193
1.614,14.428488599271805,0.6213980993571261,0.39996419589358767,0.000550187757283257,0.39996419589358767,0.9954422225592218,0.9463198716960473,0.9618790112810557,0.9530430156839192
1.616,14.447390381066295,0.6216074455299138,0.39996394692212656,0.0004999040694200367,0.39996394692212656,0.995480210920996,0.9463477204281103,0.9619016488763791,0.9530688256719579
1.618,14.464481216998454,0.6217871270622758,0.3999637044054716,0.00044958077583560224,0.3999637044054716,0.9955180018325983,0.9463748906683025,0.9619232711034569,0.9530937131572468
1.62,14.479759802460231,0.6219371287068012,0.39996346836730456,0.00039922461022317776,0.39996346836730456,0.9955556020464095,0.9464013875869053,0.9619438816019628,0.9531176825788708
1.622,14.493225075301693,0.6220574397817953,0.3999632388304909,0.00034884230861203407,0.3999632388304909,0.9955930179592862,0.9464272160154359,0.9619634838026069,0.9531407381040976
1.624,14.50487621589646,0.62214805417377,0.3999630158170759,0.00029844060833128847,0.3999630158170759,0.9956302556089938,0.9464523804440672,0.961982080925348,0.9531628836261854
1.626,14.514712647169853,0.6222089703390725,0.39996279934828166,0.00024802624697333446,0.39996279934828166,0.9956673206709808,0.9464768850193918,0.9619996759778677,0.9531841227624991
1.628,14.522734034589705,0.6222401913046652,0.39996258944450425,0.00019760596135706397,0.39996258944450425,0.9957042184555089,0.9465007335425366,0.9620162717543034,0.9532044588529345
1.63,14.528940286119859,0.6222417246680431,0.3999623861253102,0.0001471864864911594,0.3999623861253102,0.99574095390513,0.9465239294676262,0.9620318708342438,0.9532238949586503
1.632,14.533331552136335,0.6222135825962986,0.39996218940943407,9.677455453753768e-05,0.39996218940943407,0.99577753159252,0.9465464759005972,0.9620464755819865,0.9532424338611126
1.634,14.535908225306196,0.6221557818243285,0.39996199931477544,4.637689377522532e-05,0.39996199931477544,0.9958139557186707,0.9465683755983665,0.9620600881460599,0.9532600780614506
1.636,14.536670940429124,0.6220683436521847,0.39996181585839635,-3.999772435175291e-06,0.39996181585839635,0.9958502301114407,0.9465896309683541,0.9620727104590104,0.9532768297801255
1.638,14.535620574241733,0.6219512939415681,0.39996163905651877,-5.434872668622858e-05,0.39996163905651877,0.9958863582244655,0.9466102440683586,0.9620843442374523,0.9532926909569126
1.64,14.53275824518463,0.6218046631114659,0.3999614689245222,-0.0001046632585574222,0.3999614689245222,0.9959223431364312,0.9466302166067896,0.9620949909823836,0.9533076632511962
1.642,14.528085313132317,0.6216284861329284,0.3999613054769414,-0.00015493666564774363,0.3999613054769414,0.995958187550712,0.9466495499432547,0.9621046519797668,0.9533217480425796
1.644,14.521603379085903,0.6214228025229898,0.39996114872746413,-0.00020516225460688137,0.39996114872746413,0.995993893795367,0.9466682450895,0.9621133283013732,0.9533349464318062
1.646,14.513314284828754,0.6211876563377265,0.39996099868892937,-0.0002553333421648563,0.39996099868892937,0.9960294638235043,0.9466863027107059,0.9621210208058901,0.9533472592419926
1.648,14.503220112545087,0.6209230961644568,0.39996085537332493,-0.0003054432561598878,0.39996085537332493,0.9960648992140048,0.9467037231271336,0.9621277301402914,0.9533586870201747
1.65,14.491323184401596,0.6206291751130755,0.3999607187917863,-0.0003554853365642997,0.3999607187917863,0.9961002011726096,0.9467205063161245,0.9621334567414682,0.9533692300391611
1.652,14.47762606209221,0.620305950806528,0.39996058895459424,-0.00040545293650826985,0.39996058895459424,0.9961353705333662,0.9467366519144474,0.9621382008381205,0.9533788882996949
1.654,14.462131546345994,0.619953485370417,0.39996046587117373,-0.00045533942330122765,0.39996046587117373,0.9961704077604349,0.9467521592209933,0.962141962452904,0.9533876615329218
1.656,14.444842676398371,0.6195718454217449,0.3999603495500926,-0.0005051381794507036,0.3999603495500926,0.9962053129502527,0.9467670271998151,0.9621447414048363,0.9533955492031619
1.658,14.425762729425673,0.6191611020567854,0.3999602399990598,-0.0005548426036784334,0.3999602399990598,0.9962400858340487,0.946781254483507,0.9621465373119525,0.9534025505109807
1.66,14.404895219943196,0.618721330838089,0.3999601372249246,-0.000604446111933521,0.3999601372249246,0.9962747257807149,0.9467948393769245,0.9621473495942152,0.9534086643965585
1.662,14.382243899166816,0.6182526117806117,0.3999600412336751,-0.0006539421384024619,0.3999600412336751,0.9963092318000221,0.9468077798612369,0.9621471774766689,0.9534138895433554
1.664,14.357812754338324,0.6177550293369762,0.399959952030438,-0.0007033241365158301,0.399959952030438,0.9963436025461837,0.9468200735983117,0.9621460199928433,0.953418224382066
1.666,14.331606008014557,0.6172286723818532,0.399959869619477,-0.0007525855799514292,0.399959869619477,0.9963778363217578,0.9468317179354249,0.9621438759883943,0.9534216670948611
