Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,hYGOV.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
9.55,2.029136912176442,0.43467200800938555,0.39383176938511816,-0.0011028263567569873,0.39383176938511816,1.0150340750395141,0.9538735041611389,0.96303147921852,0.9568919281661407
9.552,1.9892711325985617,0.43399929906356205,0.3938103820324203,-0.0011119144256137832,0.3938103820324203,1.015013726292977,0.953838578155637,0.9629921531703014,0.9568526564810932
9.554,1.9490808619608386,0.4333219397023006,0.39378909906414533,-0.0011208534603921023,0.39378909906414533,1.0149932610539856,0.9538033890551889,0.9629525272511712,0.9568130866284594
9.556,1.9085714845339032,0.4326400229116575,0.39376792356584356,-0.0011296424065195538,0.39376792356584356,1.0149726809852553,0.9537679401944297,0.9629126056081849,0.9567732226042162
9.558,1.8677484221835576,0.43195364217421267,0.39374685859869213,-0.0011382802299592777,0.39374685859869213,1.0149519877759177,0.9537322349556049,0.9628723924373898,0.956733068454967
9.56,1.8266171336296755,0.43126289145495844,0.3937259071993384,-0.0011467659173245602,0.3937259071993384,1.014931183141809,0.9536962767687736,0.9628318919838066,0.956692628278018
9.562,1.785183113700673,0.43056786518715323,0.39370507237974134,-0.0011550984759903522,0.39370507237974134,1.0149102688257474,0.9536600691119935,0.9627911085414006,0.9566519062214354
9.564,1.7434518925840174,0.42986865825814125,0.393684357127006,-0.0011632769342016026,0.393684357127006,1.0148892465977943,0.9536236155114901,0.9627500464530334,0.9566109064840849
9.566,1.701429035073228,0.4291653659951509,0.3936637644032166,-0.001171300341178337,0.3936637644032166,1.014868118255505,0.9535869195418059,0.9627087101104009,0.9565696333156576
9.568,1.6591201398108177,0.4284580841510663,0.39364329714526297,-0.0011791677672176113,0.39364329714526297,1.0148468856241637,0.9535499848259328,0.9626671039539553,0.9565280910166737
9.57,1.6165308385276205,0.42774690889017186,0.39362295826466503,-0.0011868783037922658,0.39362295826466503,1.014825550557005,0.953512815035426,0.9626252324728103,0.956486283938473
9.572,1.5736667952789978,0.42703193677388906,0.3936027506473949,-0.0011944310636464092,0.3936027506473949,1.0148041149354208,0.9534754138904982,0.9625831002046322,0.9564442164831835
9.574,1.5305337056770976,0.4263132647464862,0.3935826771536943,-0.0012018251808878044,0.3935826771536943,1.0147825806691506,0.953437785160095,0.9625407117355103,0.9564018931036734
9.576,1.487137296120416,0.4255909901207866,0.39356274061789126,-0.0012090598110769443,0.39356274061789126,1.0147609496964631,0.9533999326619524,0.962498071699816,0.956359318303486
9.578,1.4434833230198292,0.42486521056385895,0.3935429438482139,-0.0012161341313129902,0.3935429438482139,1.0147392239843134,0.9533618602626317,0.9624551847800397,0.9563164966367522
